tweet,index
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2463
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2464
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2465
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2466
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2467
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",2468
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2469
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2470
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2471
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2472
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2473
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2474
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2475
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2476
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2477
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2478
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2479
"RT @1Patelzuber: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat ! #Demonetization 
https://t.co/Uc6jrbvUNE 
https:…",2480
"Huge support for #PM #NarendraModii ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C… https://t.co/DuhOplevgw",2481
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2482
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2483
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2484
Delhi #High_Court has refused to intervene in #Demonetization debate at a stage when Supreme Court is hearing petitions on the subject.,2485
"RT @peter_vas: Per C-Voter on #Demonetization, approximately:

80% not inconvenienced
25% good idea, poor implementation
5% bad idea, poor…",2486
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2487
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,2488
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2489
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2490
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2491
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2492
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2493
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2494
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2495
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2496
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2497
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2498
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2499
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2500
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2501
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2502
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2503
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2504
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2505
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2506
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2507
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2508
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2509
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2510
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2511
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2512
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2513
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2514
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2515
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2516
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2517
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2518
"Is hidden clarification on #Demonetization #RBI #NABARD Cooperative Bank funding announcement: 
Banks won't accept old notes from #farmers ?",2519
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2520
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2521
RT @MIB_India: #Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2522
#Demonetization: Announcements by @FinMinIndia @DasShaktikanta https://t.co/heTEYUM0ch,2523
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2524
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2525
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2526
RT @ModiBharosa: #RatanTata supports PM Narendra Modi for #Demonetization https://t.co/fRTHY2Ltth,2527
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,2528
RT @kavita_krishnan: Sanghi DMs ban social media criticism of #demonetization. Only #NMApp with scripted answers is allowed I guess :) http…,2529
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2530
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,2531
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2532
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",2533
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",2534
@firstpost yeah... Who the heck loves smooth n steady... Today's youth are all for 'rock the boat' n rollercoaster rides :p #demonetization,2535
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",2536
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2537
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2538
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2539
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2540
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,2541
"Another wastage of money &amp; time
 just an excuse ...first dont execute later think of survey..timepass govn #BJP… https://t.co/wEbdpJ4ZVT",2542
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2543
"Days before #Demonetization announcement, ncbn sold his Heritage shares,clearly evident that he had prior knowledg… …",2544
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",2545
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",2546
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",2547
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2548
"A great write up by a 'Liberal' on #demonetization , an article by Jayamohan. Worth reading https://t.co/1vzFrwWWN7",2549
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",2550
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2551
The visionary political leader #ChandrababuNaidu leading support eco-system for an efficient running of… https://t.co/jp9TFpYglf,2552
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,2553
"RT @TheDarjChron: #Demonetization Reaction #NorthEast: Youth from #Sonada ""@PMOIndia's initiative has restored people's faith in the govern…",2554
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2555
"RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtE…",2556
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Kurseong ""Even though I support it, they should have made money available 1st... pu…",2557
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Man from #Kurseong ""we are fully supportive of the initiative taken by @narendramodi…",2558
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: In #Gorkhaland region we did not find anyone who did not support this initiative, pe…",2559
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Tourist in #Darjeeling ""government could have introduced smaller currencies, a lot o…",2560
"RT @TheDarjChron: #Demonetization #NorthEast reaction: Tourist in #Darjeeling ""we can live with short term difficulties, but our country ne…",2561
"RT @TheDarjChron: #Demonetization #NorthEast : ""they are senior citizens, they are not literate, but they support this initiative I came to…",2562
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior Citizen ""we are happy...everyone faces some trouble... but we are very happy…",2563
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Youth ""@PMOIndia took excellent step 2end terrorism, naxalism, curb black money we s…",2564
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior citizen #Kalimpong ""its ok, so what if we have to stand in line... this was m…",2565
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior citizen #Darjeeling ""though we are facing some inconvenience, it is necessary…",2566
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Small businessman ""it is our duty to support this initiative.. by standing in line w…",2567
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2568
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2569
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Darjeeling @HDFC_Bank Manager ""we helped as many tourists as possible, for the sake…",2570
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Kurseong a student says, ""this is a historical step taken by @PMO_India, black mone…",2571
#demonetization what would be effect on intelligence gathering? Is National security not compromised?,2572
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2573
"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Kalimpong a driver by profession says ""even though we face difficulties, we support…",2574
RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Darjeeling small businessman has a message to opposition parties- Help the Govt ins…,2575
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,2576
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2577
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2578
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2579
"RT @bsindia: Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shamee…",2580
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2581
"Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledg… https://t.co/HmvmNZMqaY",2582
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2583
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,2584
RT @bsindia: Supreme Court refuses to stay petitions against #Demonetization https://t.co/LEAj1IwvLy https://t.co/qRw30XKE3z,2585
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2586
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2587
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2588
"Retweeted Modi Bharosa (@ModiBharosa):

Huge support for PM @narendramodi ’s #demonetization Move Across the... https://t.co/KpCnzcWguU",2589
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2590
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2591
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2592
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2593
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2594
RT @arifkhan7: Bangalore's @tinucherian visits 23 ATMs to see if media is lying about the note ban? #demonetization https://t.co/0Gmlpksrpx,2595
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2596
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2597
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2598
"After  #demonetization every opposition party try to #demoditization but on other side public in full favor of #Remoditization (2019)....,,,",2599
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2600
"RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtE…",2601
"Thnks 2 #demonetization ,else v would ve nevr knwn the lve Didi, RAGA nd others hd in dere heart, Aprt 4rm Blk Money it hs bought love out",2602
"Country is today moving cashless and saying no to black money, can't understand why opposition is against… https://t.co/j6G6EJ6ph8",2603
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2604
"Sir @narendramodi , pls do not blink on #demonetization now. This is now or never, do or die.....may be even do and die as a last resort.",2605
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2606
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2607
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2608
RT @cioandleader: Desperate times call for desperate measures? #demonetization #frugalinnovation #jugaad https://t.co/p62ySGFgVk,2609
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2610
"RT ModiBharosa: Huge support for PM narendramodi ’s #demonetization Move Across the Nation 
80-86% people back dem… https://t.co/HCZNbbpPYY",2611
"RT @bsindia: Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shamee…",2612
Govt  must assess impact of #Demonetization on #Agriculture to  arrest Production and Earnings loss -… https://t.co/iKa2QevBvQ,2613
"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",2614
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2615
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2616
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2617
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2618
RT @ayushman_06: Bharat Bandh called by 'United Opposition' on Nov 28 #Demonetization. They are protesting against a problem by creating a…,2619
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2620
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2621
Someone did a press conference for 34 minutes on #demonetization. How much black money lost for this guy??? One Lakh Crore???,2622
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2623
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2624
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2625
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2626
RT @cioandleader: #Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHl…,2627
"The Effects of India's Currency Reform? 'Chaos' Say Analysts https://t.co/9G3fC23Ce0

#DeMonetization @nytimes",2628
RT @IamRitzV: The mic of a BSP leader was snatched away from him as he started praising Modiji for his #Demonetization move during Mayawati…,2629
RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,2630
RT @RoflTeja: Government #Demonetization Process https://t.co/0k5BXAvmy7,2631
RT @steve_hanke: #Demonetization should only be implemented in times of crisis. #India has implemented in a time otherwise and chaos will e…,2632
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2633
RT @roamingraghu: Busting some myths around #demonetization . From https://t.co/bmuxKIoI6g &amp; https://t.co/bGYjLGUZgq (Please RT widely to c…,2634
Bharat Bandh called by 'United Opposition' on Nov 28 #Demonetization. They are protesting against a problem by creating a bigger one.,2635
#Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHlLyJt,2636
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2637
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2638
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2639
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2640
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2641
RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,2642
"RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtE…",2643
RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,2644
"RT @Karnikakahen: If you can't manage it, please quit. Don't take nation for granted #Demonetization #Cashban #<U+0928><U+094B><U+091F>_<U+0928><U+0939><U+0940><U+0902>_<U+092A><U+0940><U+090F><U+092E>_<U+092C><U+0926><U+0932><U+094B> #<U+092E><U+094B><U+0926><U+0940>_<U+0924><U+0941><U+092E>…",2645
"RT @Karnikakahen: If you can't manage it, please quit. Don't take nation for granted #Demonetization #Cashban #<U+0928><U+094B><U+091F>_<U+0928><U+0939><U+0940><U+0902>_<U+092A><U+0940><U+090F><U+092E>_<U+092C><U+0926><U+0932><U+094B>... https:…",2646
"Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtEtuEYh",2647
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2648
@TimesNow Why Mamata is linking religion with #DeMonetization? What is her intention? #NetasCashIn,2649
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2650
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2651
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2652
Why Demonetization is Good News 4 Income Taxpayer https://t.co/ZNNPdQ4DpI @nitinbhatia121 #IncomeTaxRefund #Demonetization #PersonalFinance,2653
"RT @kanikacart: We are used to of #demonetization in Russia, we've been robbed by our government every several years https://t.co/Y1GTtMTHpy",2654
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2655
"@airnewsalerts LOL while husband supports #Demonetization Jaya ji is against, so much to them.",2656
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2657
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2658
#NDTVTopStories #TouristinIndia THIS is what #demonetization is all about...2CHANGE attitudes of ppl...u got soup without cash..that's it,2659
RT @centerofright: #DeMonetization - ppl who hv hoarded the cash are still to start depositing in bank accts - Guess they expect an extn or…,2660
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,2661
RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,2662
Impact of #Demonetization @ArvindKejriwal #TweetLikeKejriwal https://t.co/ZCHns5wuc3,2663
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2664
RT @newspatrolling: #pm #narendramodi #people in trouble #demonetization<ed><U+00A0><U+00BD><ed><U+00B2><U+00B8> banned #500 &amp; #500... https://t.co/046bA2opMI,2665
RT @arifkhan7: Bangalore's @tinucherian visits 23 ATMs to see if media is lying about the note ban? #demonetization https://t.co/0Gmlpksrpx,2666
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2667
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",2668
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2669
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2670
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2671
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2672
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,2673
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2674
Modi is the 1st PM to allow people to withdraw money through wedding card apart from debit &amp; credit card. :) #demonetization,2675
"Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among… https://t.co/psysgITmCf",2676
What is this now @SrBachchan  @juniorbachchan supporting #demonetization but @JayaBachchan  protesting against it… https://t.co/32arA1lS83,2677
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2678
#Demonetization : 200 MP’s are protesting today https://t.co/vqaLvyVYJT #kashmirtelegraph #mustwatch #pmmodi #politicians #politics,2679
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",2680
"Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shameenalauddin",2681
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,2682
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/qdsjkVeh9S by #FinMinIndia via @c0nvey",2683
"Watch briefing on #Demonetization by DEA Secy @DasShaktikanta this morning here:
 https://t.co/jTPfurmuDA by #FinMinIndia via @c0nvey",2684
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,2685
